person,personLabel,arTitle,enTitle,image
http://www.wikidata.org/entity/Q1527923,خالد بن عبد الله بن عبد الرحمن آل سعود,خالد بن عبد الله بن عبد الرحمن آل سعود,Khalid bin Abdullah Al Saud (1937–2021),
http://www.wikidata.org/entity/Q1530120,ماهر المعيقلي,ماهر المعيقلي,Maher al-Mu'aiqly,http://commons.wikimedia.org/wiki/Special:FilePath/Maher%20Al%20Mueaqly.png
http://www.wikidata.org/entity/Q1532250,فيصل بن فهد بن عبد الله آل سعود,فيصل بن فهد بن عبد الله آل سعود,Faisal bin Fahd Al Saud (businessman),
http://www.wikidata.org/entity/Q1537848,غوران ستويانوفيتش,غوران ستويانوفيتش,Goran Stojanović,http://commons.wikimedia.org/wiki/Special:FilePath/Goran%20Stojanovic%2001.jpg
http://www.wikidata.org/entity/Q1554422,مازن الحذيفي,مازن الحذيفي,Mazin Ahmed Al-Huthayfi,
http://www.wikidata.org/entity/Q1571906,يوسف أحمد,يوسف أحمد (لاعب كرة قدم قطري),"Yousef Ahmed (footballer, born 1988)",
http://www.wikidata.org/entity/Q1572582,حمد بن سعيد,حمد بن سعيد البوسعيدي,Hamad bin Said,
http://www.wikidata.org/entity/Q1573260,حمدان بن زايد آل نهيان,حمدان بن زايد آل نهيان,Hamdan bin Zayed bin Sultan Al Nahyan,http://commons.wikimedia.org/wiki/Special:FilePath/Defense.gov%20News%20Photo%20031030-D-2987S-123%20crop.jpg
http://www.wikidata.org/entity/Q1573385,حامد إسماعيل,حامد إسماعيل,Hamid Ismail,http://commons.wikimedia.org/wiki/Special:FilePath/Hamid%20Ismail%202011.jpg
http://www.wikidata.org/entity/Q2073929,أحمد بن زايد آل نهيان,أحمد بن زايد آل نهيان,Ahmed bin Zayed Al Nahyan,
http://www.wikidata.org/entity/Q2074907,صباح السالم الصباح,صباح السالم الصباح,Sabah Al-Salim Al-Sabah,http://commons.wikimedia.org/wiki/Special:FilePath/Sabah%20Al%20Salem.png
http://www.wikidata.org/entity/Q2080126,عبد الله الكمالي,عبد الله الكمالي,Abdulla Al Kamali,
http://www.wikidata.org/entity/Q2080284,فوزي بشير,فوزي بشير,Fawzi Bashir,
http://www.wikidata.org/entity/Q2080339,يوسف جابر,يوسف جابر,Yousif Jaber,
http://www.wikidata.org/entity/Q2080379,علي الوهيبي,علي الوهيبي,Ali Al-Wehaibi,
http://www.wikidata.org/entity/Q2080773,معتز عبد الله,معتز عبد الله,Mutaz Abdulla,http://commons.wikimedia.org/wiki/Special:FilePath/Mutaz%20Abdullah.jpg
http://www.wikidata.org/entity/Q2081294,وسام رزق,وسام رزق,Wesam Rizik,http://commons.wikimedia.org/wiki/Special:FilePath/Wesam%20Rizik%202011.jpg
http://www.wikidata.org/entity/Q2081294,وسام رزق,وسام رزق,Wesam Rizik,http://commons.wikimedia.org/wiki/Special:FilePath/Wesam%20Rizik%202011.jpg
http://www.wikidata.org/entity/Q2081793,طلال البلوشي,طلال البلوشي,Talal Al-Bloushi,http://commons.wikimedia.org/wiki/Special:FilePath/Talal%20Al-Bloushi.jpg
http://www.wikidata.org/entity/Q2081793,طلال البلوشي,طلال البلوشي,Talal Al-Bloushi,http://commons.wikimedia.org/wiki/Special:FilePath/Talal%20Al-Bloushi.jpg
http://www.wikidata.org/entity/Q2083033,ياسر المسيليم,ياسر المسيليم,Yasser Al-Mosailem,http://commons.wikimedia.org/wiki/Special:FilePath/Yasser%20Al-Mosailem%20%28cropped%29.jpg
http://www.wikidata.org/entity/Q2083383,سباستيان تيغالي,سباستيان تيغالي,Sebastián Tagliabúe,
http://www.wikidata.org/entity/Q2083466,تيسير الجاسم,تيسير الجاسم,Taisir Al-Jassim,
http://www.wikidata.org/entity/Q2083477,حسن العتيبي,حسن العتيبي,Hassan Al-Otaibi,
http://www.wikidata.org/entity/Q2083492,ياسر الفهمي,ياسر الفهمي,Yasser Al-Fahmi,
http://www.wikidata.org/entity/Q307193,عبد العزيز بن باز,ابن باز,Ibn Baz,http://commons.wikimedia.org/wiki/Special:FilePath/Ibn%20Baz%20%28%D8%A7%D8%A8%D9%86%20%D8%A8%D8%A7%D8%B2%29.png
http://www.wikidata.org/entity/Q307463,عبد الرحمن بن عبد العزيز آل سعود,عبد الرحمن بن عبد العزيز آل سعود,Abdul Rahman bin Abdulaziz Al Saud,
http://www.wikidata.org/entity/Q307466,عبد الرحمن بن حمد العطية,عبد الرحمن بن حمد العطية,Abdul Rahman bin Hamad Al Attiyah,http://commons.wikimedia.org/wiki/Special:FilePath/Abdul%20Rahman%20bin%20Hamad%20Al%20Attiyah.jpg
http://www.wikidata.org/entity/Q307580,عبد الله بن صالح بن جمعة,عبد الله بن صالح بن جمعة,Abdullah S. Jum'ah,
http://www.wikidata.org/entity/Q307587,عبد الله بن سعود بن عبد العزيز بن محمد آل سعود,عبد الله بن سعود بن عبد العزيز بن محمد آل سعود,Abdullah bin Saud Al Saud,http://commons.wikimedia.org/wiki/Special:FilePath/Abdullah%20I%20of%20Saudi%20Arabia.jpg
http://www.wikidata.org/entity/Q307587,عبد الله بن سعود بن عبد العزيز بن محمد آل سعود,عبد الله بن سعود بن عبد العزيز بن محمد آل سعود,Abdullah bin Saud Al Saud,http://commons.wikimedia.org/wiki/Special:FilePath/Image-Abdullah%20bin%20Saud%20FSS2.JPG
http://www.wikidata.org/entity/Q307588,عبد الله بن ثنيان بن إبراهيم آل سعود,عبد الله بن ثنيان بن إبراهيم آل سعود,Abdullah bin Thunayan Al Saud,
http://www.wikidata.org/entity/Q308526,عبد العزيز الغرير,عبد العزيز الغرير,Abdul Aziz Al Ghurair,http://commons.wikimedia.org/wiki/Special:FilePath/Abdulaziz%20Alghurair%20-%20World%20Economic%20Forum%20Annual%20Meeting%20Davos%202009.jpg
http://www.wikidata.org/entity/Q309650,عيسى بن سلمان آل خليفة,عيسى بن سلمان آل خليفة,Isa bin Salman Al Khalifa,http://commons.wikimedia.org/wiki/Special:FilePath/Essa%20bin%20Salman%20Al-Khalifa%201998.jpg
http://www.wikidata.org/entity/Q312062,علي الحبسي,علي الحبسي,Ali Al-Habsi,http://commons.wikimedia.org/wiki/Special:FilePath/Ali%20Al-Habsi%2027-02-2016%201.jpg
http://www.wikidata.org/entity/Q312179,محمد الدعيع,محمد الدعيع,Mohamed Al-Deayea,http://commons.wikimedia.org/wiki/Special:FilePath/Mohamed%20Al-Deayea%202010.jpg
http://www.wikidata.org/entity/Q313661,سعد العبد الله السالم الصباح,سعد العبد الله السالم الصباح,Saad Al-Salim Al-Sabah,http://commons.wikimedia.org/wiki/Special:FilePath/Saad%20Al-Salim%20Al-Sabah.jpg
http://www.wikidata.org/entity/Q509763,نواف شكر الله,نواف شكر الله,Nawaf Shukralla,http://commons.wikimedia.org/wiki/Special:FilePath/Nawaf%20Shukralla.jpg
http://www.wikidata.org/entity/Q512607,محمد بن همام,محمد بن همام,Mohammed bin Hammam,http://commons.wikimedia.org/wiki/Special:FilePath/Bin%20Hamam%202010.jpg
http://www.wikidata.org/entity/Q513880,شيتايي إيشيتي,شيتايي إيشيتي,Shitaye Eshete,http://commons.wikimedia.org/wiki/Special:FilePath/Shitaye%20Eshete.jpg
http://www.wikidata.org/entity/Q515133,خلدون المبارك,خلدون المبارك,Khaldoon Al Mubarak,http://commons.wikimedia.org/wiki/Special:FilePath/Khaldoon%20Al%20Mubarak.jpg
http://www.wikidata.org/entity/Q522811,فيصل الدخيل,فيصل الدخيل,Faisal Al-Dakhil,
http://www.wikidata.org/entity/Q525544,ناهد طاهر,ناهد طاهر,Nahed Taher,
http://www.wikidata.org/entity/Q527718,إسماعيل عبد اللطيف,إسماعيل عبد اللطيف,Ismail Abdullatif,http://commons.wikimedia.org/wiki/Special:FilePath/Ismail%20Abdullatif.jpg
http://www.wikidata.org/entity/Q529388,ناصر عبد العزيز الناصر,ناصر عبد العزيز الناصر,Nassir Abdulaziz Al-Nasser,http://commons.wikimedia.org/wiki/Special:FilePath/Nassir%20Abdulaziz%20Al-Nasser.jpg
http://www.wikidata.org/entity/Q531483,محمد الشلهوب,محمد الشلهوب,Mohammad Al-Shalhoub,http://commons.wikimedia.org/wiki/Special:FilePath/Al-Shalhoub.jpg
http://www.wikidata.org/entity/Q531541,سعد الحارثي,سعد الحارثي,Saad Al-Harthi,http://commons.wikimedia.org/wiki/Special:FilePath/Saad%20Al-Harthi.jpg
http://www.wikidata.org/entity/Q532140,مالك معاذ,مالك معاذ,Malek Mouath,
http://www.wikidata.org/entity/Q970044,سمر بدوي,سمر بدوي,Samar Badawi,http://commons.wikimedia.org/wiki/Special:FilePath/Samar%20Badawi%20at%202012%20IWOC%20Award%20%28cropped%29.jpg
http://www.wikidata.org/entity/Q972770,محمد الخويلدي,محمد الخويلدي,Mohammed Al-Khuwalidi,
http://www.wikidata.org/entity/Q973201,محمد شلية الجهني,محمد شلية الجهني,Mohammed Sheliah,
http://www.wikidata.org/entity/Q974400,طلال منصور,طلال منصور,Talal Mansour,http://commons.wikimedia.org/wiki/Special:FilePath/Talal%20Mansour%202011.jpg
http://www.wikidata.org/entity/Q975424,سعود العتيبي,سعود العتيبي,Saud Al-Otaibi,
http://www.wikidata.org/entity/Q980226,لاورانس غوايي,لاورانس غوايي,Lawrence Quaye,http://commons.wikimedia.org/wiki/Special:FilePath/Lawrence%20Quaye%202012.jpg
http://www.wikidata.org/entity/Q981846,مقرن بن عبد العزيز آل سعود,مقرن بن عبد العزيز آل سعود,Muqrin bin Abdulaziz,
http://www.wikidata.org/entity/Q982693,إسماعيل العجمي,إسماعيل العجمي,Ismail Al-Ajmi,
http://www.wikidata.org/entity/Q1033841,سعاد عبد الله,سعاد عبد الله,Souad Abdullah,http://commons.wikimedia.org/wiki/Special:FilePath/Souad%20Abdullah%202008%20-%202.jpg
http://www.wikidata.org/entity/Q1047131,طرفة بن العبد,طرفة بن العبد,Tarafa,http://commons.wikimedia.org/wiki/Special:FilePath/Tarafa%2C%20sketch%2C%201967.jpg
http://www.wikidata.org/entity/Q1059677,خالد بن سعود بن عبد العزيز بن محمد آل سعود,خالد بن سعود بن عبد العزيز بن محمد آل سعود,Khalid bin Saud Al Saud (1811–1865),
http://www.wikidata.org/entity/Q1059948,خليفة بن زايد آل نهيان,خليفة بن زايد آل نهيان,Khalifa bin Zayed Al Nahyan,http://commons.wikimedia.org/wiki/Special:FilePath/Sheikh%20Khalifa.jpg
http://www.wikidata.org/entity/Q1951896,محمد بن زايد آل نهيان,محمد بن زايد آل نهيان,Mohamed bin Zayed Al Nahyan,http://commons.wikimedia.org/wiki/Special:FilePath/Mohamed%20bin%20Zayed%20Al%20Nahyan%20-%202024%20%28cropped%29.jpg
http://www.wikidata.org/entity/Q1974975,طلال أسد,طلال أسد,Talal Asad,http://commons.wikimedia.org/wiki/Special:FilePath/Professor%20Talal%20Asad%2001%20%28cropped%29.jpg
http://www.wikidata.org/entity/Q1975943,محمد بن عبد العزيز آل سعود,محمد بن عبد العزيز آل سعود,Muhammad bin Abdulaziz Al Saud,http://commons.wikimedia.org/wiki/Special:FilePath/Princemo.jpg
http://www.wikidata.org/entity/Q1982200,عائض القرني,عائض القرني,Aidh al-Qarni,http://commons.wikimedia.org/wiki/Special:FilePath/%D8%B9%D8%A7%D8%A6%D8%B6%20%D8%A7%D9%84%D9%82%D8%B1%D9%86%D9%8A.png
http://www.wikidata.org/entity/Q1983736,صالح الداوود,صالح الداوود,Saleh Al-Dawod,http://commons.wikimedia.org/wiki/Special:FilePath/Saleh%20Al-Daoud.jpg
http://www.wikidata.org/entity/Q1984175,عبد الله موسى عبد الله,عبد الله موسى عبد الله,Abdullah Musa,
http://www.wikidata.org/entity/Q1984425,يوسف حسين السهلاوي,يوسف حسين السهلاوي,Yousuf Hussain,
http://www.wikidata.org/entity/Q1984432,ناصر خميس,ناصر خميس,Nasir Khamees,
http://www.wikidata.org/entity/Q2364237,سليمان العلوان,سليمان العلوان,Sulaiman Al-Alwan,http://commons.wikimedia.org/wiki/Special:FilePath/%D8%A7%D9%84%D8%B4%D9%8A%D8%AE%20%D8%B3%D9%84%D9%8A%D9%85%D8%A7%D9%86%20%D8%A7%D9%84%D8%B9%D9%84%D9%88%D8%A7%D9%86.jpg
http://www.wikidata.org/entity/Q2364811,سلطان بن سيف اليعربي,سلطان الأول بن سيف اليعربي,Sultan bin Saif,
http://www.wikidata.org/entity/Q2376923,أمين ليكومت,أمين ليكومت,Amine Lecomte,http://commons.wikimedia.org/wiki/Special:FilePath/Amine%20Lecomte.jpg
http://www.wikidata.org/entity/Q2385060,معصومة المبارك,معصومة المبارك,Massouma al-Mubarak,
http://www.wikidata.org/entity/Q2403507,زهير بخيت,زهير بخيت,Zuhair Bakheet,
http://www.wikidata.org/entity/Q2403525,عبد الرحيم جمعة,عبد الرحيم جمعة,Abdulrahim Jumaa,
http://www.wikidata.org/entity/Q2408950,إبراهيم ماطر,إبراهيم ماطر,Ibrahim Mater,
http://www.wikidata.org/entity/Q2408967,حمزة صالح,حمزة صالح,Hamzah Saleh,
http://www.wikidata.org/entity/Q2414493,وائل الشهري,وائل الشهري,Wail al-Shehri,http://commons.wikimedia.org/wiki/Special:FilePath/Wailalshehri.jpg
http://www.wikidata.org/entity/Q2418006,تيسير آل نتيف,تيسير آل نتيف,Tisir Al-Antaif,
http://www.wikidata.org/entity/Q2420955,سامي العريان,سامي العريان,Sami Al-Arian,
http://www.wikidata.org/entity/Q2426464,علي ثاني جمعة,علي ثاني جمعة,Ali Thani Jumaa,
http://www.wikidata.org/entity/Q2440359,فهد الغشيان,فهد الغشيان,Fahad Al-Ghesheyan,
http://www.wikidata.org/entity/Q2440373,يوسف الثنيان,يوسف الثنيان,Yousuf Al-Thunayan,
http://www.wikidata.org/entity/Q270540,سعود الشريم,سعود الشريم,Saud Al-Shuraim,http://commons.wikimedia.org/wiki/Special:FilePath/Saud%20Shuraim%20doing%20the%20Khutbah.png
http://www.wikidata.org/entity/Q277652,علاء حبيل,علاء حبيل,A'ala Hubail,http://commons.wikimedia.org/wiki/Special:FilePath/A%27ala%20Hubail.jpg
http://www.wikidata.org/entity/Q285371,الحسن اليامي,الحسن اليامي,Al-Hasan Al-Yami,
http://www.wikidata.org/entity/Q290198,نايف بن ممدوح بن عبد العزيز آل سعود,نايف بن ممدوح بن عبد العزيز آل سعود,Nayef bin Mamdouh Al Saud,
http://www.wikidata.org/entity/Q293679,الوليد بن طلال بن عبد العزيز آل سعود,الوليد بن طلال بن عبد العزيز آل سعود,Al Waleed bin Talal Al Saud,http://commons.wikimedia.org/wiki/Special:FilePath/Al%20Waleed%20bin%20Talal%202015.jpg
http://www.wikidata.org/entity/Q296771,سعد الحريري,سعد الحريري,Saad Hariri,http://commons.wikimedia.org/wiki/Special:FilePath/Visit%20of%20Federica%20Mogherini%20to%20Lebanon%20-%20P039553-762713%20%28cropped%29.jpg
http://www.wikidata.org/entity/Q307187,عبد العزيز بن محمد آل سعود,عبد العزيز بن محمد آل سعود,Abdulaziz bin Muhammad Al Saud,
http://www.wikidata.org/entity/Q307185,عبد العزيز بن عبد الله آل الشيخ,عبد العزيز بن عبد الله آل الشيخ,Abdulaziz Al Sheikh,http://commons.wikimedia.org/wiki/Special:FilePath/%D8%A7%D9%84%D9%85%D9%81%D8%AA%D9%8A%20%D8%B9%D8%A8%D8%AF%20%D8%A7%D9%84%D8%B9%D8%B2%D9%8A%D8%B2%20%D8%A2%D9%84%20%D8%A7%D9%84%D8%B4%D9%8A%D8%AE.jpg
http://www.wikidata.org/entity/Q459844,نورة الفايز,نورة الفايز,Norah Al Faiz,http://commons.wikimedia.org/wiki/Special:FilePath/Norah%20Abdullah%20Al-Faiz.jpg
http://www.wikidata.org/entity/Q459877,رجاء عالم,رجاء عالم,Raja'a Alem,http://commons.wikimedia.org/wiki/Special:FilePath/Mohammed%20Achaari%20and%20Rajaa%20Alem%2C%20joint%20winners%20of%20the%202011%20Arabic%20Booker%20Prize.jpg
http://www.wikidata.org/entity/Q461388,دلما رشدي ملحس,دلما رشدي ملحس,Dalma Malhas,
http://www.wikidata.org/entity/Q464095,محمود عبد الرحمن,محمود عبد الرحمن,Mahmood Abdulrahman,
http://www.wikidata.org/entity/Q465785,موسى عامر عبيد,,Musa Amer Obaid,
http://www.wikidata.org/entity/Q466453,رقية الغسرة,رقية الغسرة,Ruqaya Al-Ghasra,http://commons.wikimedia.org/wiki/Special:FilePath/Roqaya%20Al-Gassra.JPG
http://www.wikidata.org/entity/Q469901,ديانا حداد,ديانا حداد,Diana Haddad,http://commons.wikimedia.org/wiki/Special:FilePath/Diana%20Haddad%20%288619111489%29.jpg
http://www.wikidata.org/entity/Q471044,غازي القصيبي,غازي القصيبي,Ghazi Abdul Rahman Al Gosaibi,
http://www.wikidata.org/entity/Q472062,حسن محبوب,حسن محبوب,Hasan Mahboob,http://commons.wikimedia.org/wiki/Special:FilePath/HasanMahboob.jpg
http://www.wikidata.org/entity/Q479684,عبد الرحمن الزيد,عبد الرحمن الزيد,Abdul Rahman Al-Zaid,http://commons.wikimedia.org/wiki/Special:FilePath/Abdul%20Rahman%20Al-Zeid%202010.JPG
http://www.wikidata.org/entity/Q482920,رضا تكر,رضا تكر,Redha Tukar,
http://www.wikidata.org/entity/Q495048,حسين عبد الغني,حسين عبد الغني (لاعب كرة قدم),Hussein Abdulghani,http://commons.wikimedia.org/wiki/Special:FilePath/BPpt3orCAAEWqDv.jpg
http://www.wikidata.org/entity/Q502071,أندريه ميلينشينكو,أندريه ميلينشينكو,Andrey Melnichenko (industrialist),http://commons.wikimedia.org/wiki/Special:FilePath/Melnichenko%20Andrey%201.jpg
http://www.wikidata.org/entity/Q504869,بلال سعد مبارك,بلال سعد مبارك,Bilal Saad Mubarak,
http://www.wikidata.org/entity/Q506193,سعيد بن سلطان البوسعيدي,سعيد بن سلطان البوسعيدي,Said bin Sultan,http://commons.wikimedia.org/wiki/Special:FilePath/Said%20bin%20Sultan.jpg
http://www.wikidata.org/entity/Q888278,تيمور بن فيصل,تيمور بن فيصل,Taimur bin Feisal,http://commons.wikimedia.org/wiki/Special:FilePath/Taimur%20bin%20Feisal.png
http://www.wikidata.org/entity/Q889847,فيصل بن تركي,فيصل بن تركي بن سعيد,Faisal bin Turki Al Busaidi,http://commons.wikimedia.org/wiki/Special:FilePath/Faysal%20bin%20Turki.jpg
